window_train_loss,window_val_loss,window_train_balanced_acc,window_val_balanced_acc
0.6807611362139385,0.7059909003973008,0.5392684032726571,0.5402041047815598
0.6881951394081115,0.6865955901145935,0.5204378649053357,0.49061275185949355
0.6779986490805944,0.6998151117563248,0.5228198283815392,0.529874116893572
0.6898636146386464,0.6936501264572145,0.5192236679319755,0.5196067522839656
0.6827638131380082,0.6921155327558517,0.5248176365690351,0.5317887522696635
0.6919861968358358,0.6950149208307266,0.5081885948084036,0.5206628292764188
0.6909106485048929,0.6942986553907394,0.5203163548860179,0.48553072338382347
0.6753508390982945,0.7046840006113051,0.5287721632632516,0.5342708110667495
0.6872725675503413,0.6954268544912339,0.5297556647735082,0.5298689455904226
0.6885090066989263,0.6904742580652237,0.5265350108806313,0.5326939433769916
0.6923374261458715,0.688382517695427,0.5122298329651295,0.5256760878669073
0.6921915986140569,0.6932667559385299,0.5089582863762319,0.48056415823399606
0.6901956373453141,0.6917492663860321,0.5214443154173425,0.5337716760398349
0.6849452304840089,0.6926167458295822,0.5430434574523704,0.5176488973619892
0.6892254682381947,0.6975605922937393,0.5283697107960028,0.5046987384533579
0.6794933587312698,0.7116917431354521,0.5400838581374983,0.4766528570551706
0.6920078583558401,0.6896285009384155,0.5113162760405737,0.5294102276710977
0.6894202220439911,0.6903863841295242,0.5278193307018018,0.5267852193414524
0.6771531999111176,0.6985884267091752,0.5435317049295899,0.5299929453068151
0.6860726126035054,0.6970054614543916,0.5387412234576379,0.530601349048862
0.6866681706905364,0.7162015509605407,0.5355547965696538,0.48021691276501155
0.6870934234062831,0.6978639805316925,0.5304514739840812,0.5178311070410399
0.6919331047932306,0.6918361282348633,0.5149478825343841,0.4974342666899834
0.6920241119464239,0.6959176695346831,0.5057070890119171,0.508201017058002
0.6906750386953354,0.6949298179149627,0.5173181098246838,0.5104828610966881
0.6902824970086415,0.6950976490974426,0.5234842057646198,0.4906115835316681
0.6822323336203893,0.697010229229927,0.51639906424894,0.5156568292199433
0.6898296630382539,0.7001026064157486,0.5128552904394142,0.5056210206167286
0.6911220341920853,0.6896424859762191,0.5070165264757602,0.508224768636838
0.6864771052201589,0.7015809029340744,0.518277053420498,0.5055973652876781
0.6884393246968588,0.7043459677696229,0.5173196959622869,0.5074295679813601
0.6856406209866206,0.6947019618749618,0.5218045255872127,0.5156603152340791
0.6837913952271143,0.6930398881435393,0.5237897265169759,0.5016397719521006
0.6855792049566904,0.6989072227478028,0.5239556619293926,0.5065288102683534
0.6872119216124217,0.6984392786026001,0.5088594407822065,0.503878180955522
0.6880079166094462,0.7054912585020064,0.5175634555630025,0.4934006380429681
0.6904859028259913,0.6962904065847396,0.5053446090073884,0.4821954483995713
0.6885915505886079,0.6948650181293488,0.5100824617061386,0.5076584714967758
0.68454976161321,0.6892490661144256,0.5331023812298217,0.515427469238897
0.68882455209891,0.6958445411920546,0.5324482388261728,0.4891419209919655
0.6858543197313944,0.6974950766563415,0.5306352102768652,0.5019160476839449
0.6809315093358357,0.7034718948602676,0.5347681416426754,0.5085568454929
0.684444325963656,0.696880133152008,0.5356927398555874,0.4939297902338019
0.6859068163235982,0.7005830717086792,0.5311588852358075,0.5084059037859513
0.6886993980407714,0.701086329817772,0.5212924963962303,0.5018919274606308
0.6911541662613552,0.6987163424491882,0.5166311749435812,0.4945952762251902
0.6921213626861572,0.6935213667154312,0.51608444084485,0.5074961803280957
0.6894586940606435,0.6957348501682282,0.5299602922630067,0.5137219639072942
0.6900972114006678,0.6979495203495025,0.5247592048151459,0.49875775851655
0.6877506299813588,0.6801544189453125,0.5407460822233214,0.511287005781244
